序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
1605,接收,1,2026-04-29 08:50:46.847.090,0.054772,731,报文帧,数据帧,标准帧,CAN,1,05
1606,接收,1,2026-04-29 08:50:46.847.323,0.000233,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 de 12 f0
1607,接收,1,2026-04-29 08:50:46.876.733,0.029410,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 80
1608,接收,1,2026-04-29 08:50:46.928.107,0.051374,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1609,接收,1,2026-04-29 08:50:46.947.099,0.018992,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e3 12 f0
1610,接收,1,2026-04-29 08:50:46.964.731,0.017632,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 81
1611,接收,1,2026-04-29 08:50:46.992.305,0.027574,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1612,接收,1,2026-04-29 08:50:47.027.417,0.035112,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1613,接收,1,2026-04-29 08:50:47.027.989,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a7 00 82 00
1614,接收,1,2026-04-29 08:50:47.028.561,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 24 01
1615,接收,1,2026-04-29 08:50:47.029.125,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1616,接收,1,2026-04-29 08:50:47.029.702,0.000577,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1617,接收,1,2026-04-29 08:50:47.030.262,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
1618,接收,1,2026-04-29 08:50:47.030.818,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1619,接收,1,2026-04-29 08:50:47.031.382,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
1620,接收,1,2026-04-29 08:50:47.031.950,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 17 00
1621,接收,1,2026-04-29 08:50:47.032.522,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1622,接收,1,2026-04-29 08:50:47.033.103,0.000581,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1623,接收,1,2026-04-29 08:50:47.033.683,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 27 58 19 00 00
1624,接收,1,2026-04-29 08:50:47.034.168,0.000485,182,报文帧,数据帧,标准帧,CAN,8,01 00 a7 00 1a 00 82 00
1625,接收,1,2026-04-29 08:50:47.034.652,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 48 00 4c 00 61 00
1626,接收,1,2026-04-29 08:50:47.035.136,0.000484,184,报文帧,数据帧,标准帧,CAN,8,19 00 1f 03 24 01 00 00
1627,接收,1,2026-04-29 08:50:47.035.620,0.000484,185,报文帧,数据帧,标准帧,CAN,8,02 01 00 00 00 02 5f 19
1628,接收,1,2026-04-29 08:50:47.047.092,0.011472,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 ea 12 f0
1629,接收,1,2026-04-29 08:50:47.052.728,0.005636,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 81
1630,接收,1,2026-04-29 08:50:47.096.849,0.044121,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1631,接收,1,2026-04-29 08:50:47.140.724,0.043875,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 82
1632,接收,1,2026-04-29 08:50:47.147.116,0.006392,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e5 12 f0
1633,接收,1,2026-04-29 08:50:47.228.721,0.081605,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 82
1634,接收,1,2026-04-29 08:50:47.247.110,0.018389,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e5 12 f0
1635,接收,1,2026-04-29 08:50:47.247.878,0.000768,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1636,接收,1,2026-04-29 08:50:47.296.835,0.048957,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1637,接收,1,2026-04-29 08:50:47.316.719,0.019884,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 82
1638,接收,1,2026-04-29 08:50:47.347.131,0.030412,731,报文帧,数据帧,标准帧,CAN,1,05
1639,接收,1,2026-04-29 08:50:47.347.363,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e7 12 f0
1640,接收,1,2026-04-29 08:50:47.404.717,0.057354,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 83
1641,接收,1,2026-04-29 08:50:47.407.765,0.003048,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1642,接收,1,2026-04-29 08:50:47.447.138,0.039373,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e3 12 f0
1643,接收,1,2026-04-29 08:50:47.492.712,0.045574,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 83
1644,接收,1,2026-04-29 08:50:47.496.825,0.004113,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1645,接收,1,2026-04-29 08:50:47.527.413,0.030588,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1646,接收,1,2026-04-29 08:50:47.527.984,0.000571,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 a6 00 82 00
1647,接收,1,2026-04-29 08:50:47.528.548,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 24 01
1648,接收,1,2026-04-29 08:50:47.529.113,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1649,接收,1,2026-04-29 08:50:47.529.689,0.000576,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1650,接收,1,2026-04-29 08:50:47.530.249,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
1651,接收,1,2026-04-29 08:50:47.530.806,0.000557,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1652,接收,1,2026-04-29 08:50:47.531.370,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
1653,接收,1,2026-04-29 08:50:47.531.938,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 17 00
1654,接收,1,2026-04-29 08:50:47.532.510,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1655,接收,1,2026-04-29 08:50:47.533.090,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1656,接收,1,2026-04-29 08:50:47.533.671,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
1657,接收,1,2026-04-29 08:50:47.547.131,0.013460,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 dd 12 f0
1658,接收,1,2026-04-29 08:50:47.580.709,0.033578,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 84
1659,接收,1,2026-04-29 08:50:47.592.269,0.011560,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1660,接收,1,2026-04-29 08:50:47.647.153,0.054884,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 dd 12 f0
1661,接收,1,2026-04-29 08:50:47.668.705,0.021552,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 84
1662,接收,1,2026-04-29 08:50:47.727.954,0.059249,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1663,接收,1,2026-04-29 08:50:47.747.150,0.019196,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 eb 12 f0
1664,接收,1,2026-04-29 08:50:47.756.702,0.009552,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 85
1665,接收,1,2026-04-29 08:50:47.792.256,0.035554,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1666,接收,1,2026-04-29 08:50:47.844.703,0.052447,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 85
1667,接收,1,2026-04-29 08:50:47.847.155,0.002452,731,报文帧,数据帧,标准帧,CAN,1,05
1668,接收,1,2026-04-29 08:50:47.847.387,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 ed 12 f0
1669,接收,1,2026-04-29 08:50:47.892.252,0.044865,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1670,接收,1,2026-04-29 08:50:47.932.699,0.040447,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 85
1671,接收,1,2026-04-29 08:50:47.947.179,0.014480,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e3 12 f0
1672,接收,1,2026-04-29 08:50:48.020.697,0.073518,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 86
1673,接收,1,2026-04-29 08:50:48.027.401,0.006704,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1674,接收,1,2026-04-29 08:50:48.027.974,0.000573,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 a6 00 82 00
1675,接收,1,2026-04-29 08:50:48.028.538,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 24 01
1676,接收,1,2026-04-29 08:50:48.029.102,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1677,接收,1,2026-04-29 08:50:48.029.678,0.000576,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1678,接收,1,2026-04-29 08:50:48.030.239,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
1679,接收,1,2026-04-29 08:50:48.030.795,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1680,接收,1,2026-04-29 08:50:48.031.359,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
1681,接收,1,2026-04-29 08:50:48.031.927,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 17 00
1682,接收,1,2026-04-29 08:50:48.032.499,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1683,接收,1,2026-04-29 08:50:48.033.080,0.000581,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1684,接收,1,2026-04-29 08:50:48.033.660,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 27 58 19 00 00
1685,接收,1,2026-04-29 08:50:48.034.144,0.000484,182,报文帧,数据帧,标准帧,CAN,8,00 00 a6 00 1a 00 82 00
1686,接收,1,2026-04-29 08:50:48.034.625,0.000481,183,报文帧,数据帧,标准帧,CAN,8,00 00 48 00 4c 00 61 00
1687,接收,1,2026-04-29 08:50:48.035.109,0.000484,184,报文帧,数据帧,标准帧,CAN,8,19 00 20 03 24 01 00 00
1688,接收,1,2026-04-29 08:50:48.035.593,0.000484,185,报文帧,数据帧,标准帧,CAN,8,02 01 00 00 00 02 5f 19
1689,接收,1,2026-04-29 08:50:48.047.177,0.011584,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e1 12 f0
1690,接收,1,2026-04-29 08:50:48.047.833,0.000656,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1691,接收,1,2026-04-29 08:50:48.092.238,0.044405,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1692,接收,1,2026-04-29 08:50:48.108.694,0.016456,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 86
1693,接收,1,2026-04-29 08:50:48.147.170,0.038476,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e5 12 f0
1694,接收,1,2026-04-29 08:50:48.196.689,0.049519,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 87
1695,接收,1,2026-04-29 08:50:48.207.717,0.011028,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1696,接收,1,2026-04-29 08:50:48.247.193,0.039476,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 dc 12 f0
1697,接收,1,2026-04-29 08:50:48.284.687,0.037494,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 87
1698,接收,1,2026-04-29 08:50:48.292.227,0.007540,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1699,接收,1,2026-04-29 08:50:48.347.188,0.054961,731,报文帧,数据帧,标准帧,CAN,1,05
1700,接收,1,2026-04-29 08:50:48.347.420,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 de 12 f0
1701,接收,1,2026-04-29 08:50:48.372.683,0.025263,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 88
1702,接收,1,2026-04-29 08:50:48.396.771,0.024088,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1703,接收,1,2026-04-29 08:50:48.447.215,0.050444,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 dd 12 f0
1704,接收,1,2026-04-29 08:50:48.460.683,0.013468,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 88
1705,接收,1,2026-04-29 08:50:48.527.394,0.066711,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1706,接收,1,2026-04-29 08:50:48.527.967,0.000573,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 a6 00 82 00
1707,接收,1,2026-04-29 08:50:48.528.531,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1e 03 24 01
1708,接收,1,2026-04-29 08:50:48.529.091,0.000560,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1709,接收,1,2026-04-29 08:50:48.529.588,0.000497,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1710,接收,1,2026-04-29 08:50:48.530.164,0.000576,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1711,接收,1,2026-04-29 08:50:48.530.725,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
1712,接收,1,2026-04-29 08:50:48.531.281,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1713,接收,1,2026-04-29 08:50:48.531.845,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
1714,接收,1,2026-04-29 08:50:48.532.413,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 17 00
1715,接收,1,2026-04-29 08:50:48.532.985,0.000572,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1716,接收,1,2026-04-29 08:50:48.533.565,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1717,接收,1,2026-04-29 08:50:48.534.146,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
1718,接收,1,2026-04-29 08:50:48.547.218,0.013072,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 de 12 f0
1719,接收,1,2026-04-29 08:50:48.548.677,0.001459,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 89
1720,接收,1,2026-04-29 08:50:48.592.207,0.043530,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1721,接收,1,2026-04-29 08:50:48.636.674,0.044467,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 89
1722,接收,1,2026-04-29 08:50:48.647.211,0.010537,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e5 12 f0
1723,接收,1,2026-04-29 08:50:48.692.204,0.044993,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1724,接收,1,2026-04-29 08:50:48.724.671,0.032467,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 89
1725,接收,1,2026-04-29 08:50:48.747.236,0.022565,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 df 12 f0
1726,接收,1,2026-04-29 08:50:48.812.669,0.065433,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8a
1727,接收,1,2026-04-29 08:50:48.847.230,0.034561,731,报文帧,数据帧,标准帧,CAN,1,05
1728,接收,1,2026-04-29 08:50:48.847.462,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 d9 12 f0
1729,接收,1,2026-04-29 08:50:48.847.826,0.000364,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1730,接收,1,2026-04-29 08:50:48.892.191,0.044365,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1731,接收,1,2026-04-29 08:50:48.900.667,0.008476,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8a
1732,接收,1,2026-04-29 08:50:48.947.236,0.046569,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 db 12 f0
1733,接收,1,2026-04-29 08:50:48.988.663,0.041427,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8b
1734,接收,1,2026-04-29 08:50:49.007.566,0.018903,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1735,接收,1,2026-04-29 08:50:49.027.386,0.019820,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1736,接收,1,2026-04-29 08:50:49.027.958,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 a6 00 82 00
1737,接收,1,2026-04-29 08:50:49.028.522,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 24 01
1738,接收,1,2026-04-29 08:50:49.029.087,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1739,接收,1,2026-04-29 08:50:49.029.663,0.000576,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1740,接收,1,2026-04-29 08:50:49.030.223,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
1741,接收,1,2026-04-29 08:50:49.030.779,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1742,接收,1,2026-04-29 08:50:49.031.344,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
1743,接收,1,2026-04-29 08:50:49.031.912,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 16 00
1744,接收,1,2026-04-29 08:50:49.032.488,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1745,接收,1,2026-04-29 08:50:49.033.069,0.000581,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1746,接收,1,2026-04-29 08:50:49.033.649,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 27 58 19 00 00
1747,接收,1,2026-04-29 08:50:49.034.133,0.000484,182,报文帧,数据帧,标准帧,CAN,8,00 00 a6 00 1a 00 82 00
1748,接收,1,2026-04-29 08:50:49.034.614,0.000481,183,报文帧,数据帧,标准帧,CAN,8,00 00 48 00 4c 00 61 00
1749,接收,1,2026-04-29 08:50:49.035.098,0.000484,184,报文帧,数据帧,标准帧,CAN,8,19 00 1f 03 24 01 00 00
1750,接收,1,2026-04-29 08:50:49.035.582,0.000484,185,报文帧,数据帧,标准帧,CAN,8,02 01 00 00 00 02 5f 19
1751,接收,1,2026-04-29 08:50:49.047.254,0.011672,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 d7 12 f0
1752,接收,1,2026-04-29 08:50:49.076.661,0.029407,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8b
1753,接收,1,2026-04-29 08:50:49.092.181,0.015520,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1754,接收,1,2026-04-29 08:50:49.147.249,0.055068,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 d9 12 f0
1755,接收,1,2026-04-29 08:50:49.164.656,0.017407,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8c
1756,接收,1,2026-04-29 08:50:49.192.171,0.027515,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1757,接收,1,2026-04-29 08:50:49.247.272,0.055101,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 d9 12 f0
1758,接收,1,2026-04-29 08:50:49.252.656,0.005384,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8c
1759,接收,1,2026-04-29 08:50:49.327.860,0.075204,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1760,接收,1,2026-04-29 08:50:49.340.651,0.012791,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8c
1761,接收,1,2026-04-29 08:50:49.347.268,0.006617,731,报文帧,数据帧,标准帧,CAN,1,05
1762,接收,1,2026-04-29 08:50:49.347.500,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 dd 12 f0
1763,接收,1,2026-04-29 08:50:49.392.161,0.044661,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1764,接收,1,2026-04-29 08:50:49.428.648,0.036487,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8d
1765,接收,1,2026-04-29 08:50:49.447.273,0.018625,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 de 12 f0
1766,接收,1,2026-04-29 08:50:49.492.154,0.044881,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1767,接收,1,2026-04-29 08:50:49.516.645,0.024491,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8d
1768,接收,1,2026-04-29 08:50:49.527.378,0.010733,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1769,接收,1,2026-04-29 08:50:49.527.950,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,00 00 1a 00 a6 00 82 00
1770,接收,1,2026-04-29 08:50:49.528.514,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 24 01
1771,接收,1,2026-04-29 08:50:49.529.078,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1772,接收,1,2026-04-29 08:50:49.529.655,0.000577,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1773,接收,1,2026-04-29 08:50:49.530.215,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
1774,接收,1,2026-04-29 08:50:49.530.771,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
1775,接收,1,2026-04-29 08:50:49.531.336,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 02 02
1776,接收,1,2026-04-29 08:50:49.531.904,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 16 00
1777,接收,1,2026-04-29 08:50:49.532.480,0.000576,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1778,接收,1,2026-04-29 08:50:49.533.060,0.000580,18f196a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
1779,接收,1,2026-04-29 08:50:49.533.640,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
1780,接收,1,2026-04-29 08:50:49.547.293,0.013653,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e2 12 f0
1781,接收,1,2026-04-29 08:50:49.604.642,0.057349,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8e
1782,接收,1,2026-04-29 08:50:49.647.292,0.042650,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e2 12 f0
1783,接收,1,2026-04-29 08:50:49.647.656,0.000364,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1784,接收,1,2026-04-29 08:50:49.692.141,0.044485,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1785,接收,1,2026-04-29 08:50:49.692.641,0.000500,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8e
1786,接收,1,2026-04-29 08:50:49.747.310,0.054669,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e5 12 f0
1787,接收,1,2026-04-29 08:50:49.780.637,0.033327,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8f
1788,接收,1,2026-04-29 08:50:49.807.520,0.026883,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1789,接收,1,2026-04-29 08:50:49.847.828,0.040308,731,报文帧,数据帧,标准帧,CAN,1,05
1790,接收,1,2026-04-29 08:50:49.848.060,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 e0 12 f0
1791,接收,1,2026-04-29 08:50:49.868.635,0.020575,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 8f
1792,接收,1,2026-04-29 08:50:49.896.677,0.028042,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
1793,接收,1,2026-04-29 08:50:49.947.318,0.050641,1b1,报文帧,数据帧,标准帧,CAN,5,02 27 de 12 f0
1794,接收,1,2026-04-29 08:50:49.956.634,0.009316,2,报文帧,数据帧,标准帧,CAN,8,00 03 00 00 00 00 80 90
1795,接收,1,2026-04-29 08:50:49.996.671,0.040037,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
1796,接收,1,2026-04-29 08:50:50.027.371,0.030700,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 27 58 19 00 00
1797,接收,1,2026-04-29 08:50:50.027.944,0.000573,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 a6 00 82 00
1798,接收,1,2026-04-29 08:50:50.028.512,0.000568,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 24 01
1799,接收,1,2026-04-29 08:50:50.029.076,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 20 00 24 00 39 00
1800,接收,1,2026-04-29 08:50:50.029.652,0.000576,18f185a0,报文帧,数据帧,扩展帧,CAN,8,2b 0d 00 00 20 1c 00 00
1801,接收,1,2026-04-29 08:50:50.030.213,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 03 01 01 00 5f 19
